protocol,model,architecture,trained_size,checkpoint,instance,family,customers,max_fleet,fleet_limit_enforced,coordinate_scale,candidates_total,candidates_externally_feasible,selected_vehicles,selected_distance_raw,selected_distance_2dp,selected_exceeds_reported_fleet,distance_only_vehicles,distance_only_raw,distance_only_2dp,official_lex_vehicles,official_lex_raw,official_lex_2dp,same_candidate,sintef_double_bks_vehicles,sintef_double_bks_distance,sintef_vehicle_gap,sintef_official_distance_gap_pct,sintef_nonofficial_distance_only_gap_pct,legacy_reference_vehicles,legacy_reference_distance,legacy_distance_only_gap_pct_noncomparable,elapsed_seconds,status
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,R110,R1,50,25,False,76.666666666667,400,400,8,730.820544981021,730.82,False,8,730.820544981021,730.82,8,730.820544981021,730.82,True,,,,,,7,697.0,4.852302005885421,0.2595996856689453,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,R111,R1,50,25,False,76.666666666667,400,400,8,755.179956426291,755.18,False,8,755.179956426291,755.18,8,755.179956426291,755.18,True,,,,,,7,707.2,6.784496101002667,0.2857530117034912,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,R112,R1,50,25,False,76.666666666667,400,400,7,668.847788269498,668.85,False,7,668.847788269498,668.85,7,668.847788269498,668.85,True,,,,,,6,630.2,6.132622702237129,0.2681248188018799,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,R201,R2,50,25,False,333.333333333333,400,400,7,1036.701949129706,1036.70,False,7,1036.701949129706,1036.70,7,1036.701949129706,1036.70,True,,,,,,6,791.9,30.913240198220205,0.26645684242248535,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,R202,R2,50,25,False,333.333333333333,400,400,6,964.963622433398,964.96,False,6,964.963622433398,964.96,6,964.963622433398,964.96,True,,,,,,5,698.5,38.1479774421472,0.2878289222717285,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,R203,R2,50,25,False,333.333333333333,400,400,4,874.073058081687,874.07,False,4,874.073058081687,874.07,4,874.073058081687,874.07,True,,,,,,5,605.3,44.40328070075783,0.2726304531097412,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,R204,R2,50,25,False,333.333333333333,400,400,3,688.384070084657,688.38,False,3,688.384070084657,688.38,3,688.384070084657,688.38,True,,,,,,2,506.4,35.93682268654355,0.285050630569458,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,R205,R2,50,25,False,333.333333333333,400,400,6,881.713595669454,881.71,False,6,881.713595669454,881.71,6,881.713595669454,881.71,True,,,,,,4,690.1,27.76606226191194,0.35518598556518555,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,R206,R2,50,25,False,333.333333333333,400,400,6,861.674315611862,861.67,False,6,861.674315611862,861.67,6,861.674315611862,861.67,True,,,,,,4,632.4,36.25463561224893,0.2676520347595215,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,R207,R2,50,25,False,333.333333333333,400,400,4,869.269893634862,869.27,False,4,869.269893634862,869.27,4,869.269893634862,869.27,True,,,,,,3,575.5,51.04602843351208,0.30725836753845215,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,R208,R2,50,25,False,333.333333333333,400,400,3,694.081408885705,694.08,False,3,694.081408885705,694.08,3,694.081408885705,694.08,True,,,,,,2,487.7,42.31728703828272,0.26190686225891113,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,R209,R2,50,25,False,333.333333333333,400,400,7,832.570022804233,832.57,False,7,832.570022804233,832.57,7,832.570022804233,832.57,True,,,,,,4,600.6,38.623047419952165,0.3044769763946533,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,R210,R2,50,25,False,333.333333333333,400,400,5,862.500854370063,862.50,False,5,862.500854370063,862.50,5,862.500854370063,862.50,True,,,,,,4,645.6,33.596786612463326,0.2993454933166504,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,R211,R2,50,25,False,333.333333333333,400,400,5,756.602407730943,756.60,False,5,756.602407730943,756.60,5,756.602407730943,756.60,True,,,,,,3,535.5,41.28896502912095,0.28725576400756836,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,RC101,RC1,50,25,False,95.000000000000,400,400,10,1021.813895144160,1021.81,False,10,1021.813895144160,1021.81,10,1021.813895144160,1021.81,True,,,,,,8,944.0,8.242997366966069,0.31215739250183105,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,RC102,RC1,50,25,False,95.000000000000,400,400,8,909.517553887516,909.52,False,8,909.517553887516,909.52,8,909.517553887516,909.52,True,,,,,,7,822.5,10.57964181003231,0.33284544944763184,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,RC103,RC1,50,25,False,95.000000000000,400,400,7,844.132081539261,844.13,False,7,844.132081539261,844.13,7,844.132081539261,844.13,True,,,,,,6,710.9,18.7413252974062,0.26967501640319824,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,RC104,RC1,50,25,False,95.000000000000,400,334,6,629.967748711832,629.97,False,6,629.967748711832,629.97,6,629.967748711832,629.97,True,,,,,,5,545.8,15.42098730520926,0.2660489082336426,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,RC105,RC1,50,25,False,95.000000000000,400,400,8,911.069659374921,911.07,False,8,911.069659374921,911.07,8,911.069659374921,911.07,True,,,,,,8,855.3,6.52047929088288,0.27138280868530273,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,RC106,RC1,50,25,False,95.000000000000,400,400,8,872.732350532330,872.73,False,8,872.732350532330,872.73,8,872.732350532330,872.73,True,,,,,,6,723.2,20.67648652272266,0.28968238830566406,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,RC107,RC1,50,25,False,95.000000000000,400,373,7,746.936959476319,746.94,False,7,746.936959476319,746.94,7,746.936959476319,746.94,True,,,,,,6,642.7,16.21860268808453,0.29427385330200195,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,RC108,RC1,50,25,False,95.000000000000,400,400,6,709.112515116073,709.11,False,6,709.112515116073,709.11,6,709.112515116073,709.11,True,,,,,,6,598.1,18.560861915411028,0.26317501068115234,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,RC201,RC2,50,25,False,320.000000000000,400,400,5,745.672262339301,745.67,False,5,745.672262339301,745.67,5,745.672262339301,745.67,True,,,,,,5,684.8,8.889057000481984,0.25510144233703613,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,RC202,RC2,50,25,False,320.000000000000,400,400,5,716.699136777903,716.70,False,5,716.699136777903,716.70,5,716.699136777903,716.70,True,,,,,,5,613.6,16.802336502265792,0.33593177795410156,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,RC203,RC2,50,25,False,320.000000000000,400,400,4,693.532680975117,693.53,False,4,693.532680975117,693.53,4,693.532680975117,693.53,True,,,,,,4,555.3,24.893333508935207,0.2981250286102295,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,RC204,RC2,50,25,False,320.000000000000,400,400,3,539.365240334162,539.37,False,3,539.365240334162,539.37,3,539.365240334162,539.37,True,,,,,,3,444.2,21.423962254426275,0.2747530937194824,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,RC205,RC2,50,25,False,320.000000000000,400,400,5,723.637849239327,723.64,False,5,723.637849239327,723.64,5,723.637849239327,723.64,True,,,,,,5,630.2,14.826697752987494,0.2722909450531006,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,RC206,RC2,50,25,False,320.000000000000,400,400,5,686.977906139064,686.98,False,5,686.977906139064,686.98,5,686.977906139064,686.98,True,,,,,,5,610.0,12.619328875256464,0.267470121383667,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,RC207,RC2,50,25,False,320.000000000000,400,400,5,707.683676362553,707.68,False,5,707.683676362553,707.68,5,707.683676362553,707.68,True,,,,,,4,558.6,26.68880708244768,0.28151631355285645,ok
mvmoe_table7_greedy_8fold_distance,pomo_tw_n50,pomo_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_tw_n50/checkpoint-2000.pt,RC208,RC2,50,25,False,320.000000000000,400,400,4,630.281443402286,630.28,False,4,630.281443402286,630.28,4,630.281443402286,630.28,True,,,,,,3,476.7,32.217630250112435,0.2599921226501465,ok
mvmoe_table7_greedy_8fold_distance,pomo_split_tw_n50,pomo_split_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_split_tw_n50/checkpoint-2000.pt,C101,C1,50,25,False,412.000000000000,400,400,12,650.982970717387,650.98,False,12,650.982970717387,650.98,12,650.982970717387,650.98,True,,,,,,5,362.4,79.63106255998547,3.58321475982666,ok
mvmoe_table7_greedy_8fold_distance,pomo_split_tw_n50,pomo_split_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_split_tw_n50/checkpoint-2000.pt,C102,C1,50,25,False,412.000000000000,400,400,10,591.838330552721,591.84,False,10,591.838330552721,591.84,10,591.838330552721,591.84,True,,,,,,5,361.4,63.762681392562676,3.7435684204101562,ok
mvmoe_table7_greedy_8fold_distance,pomo_split_tw_n50,pomo_split_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_split_tw_n50/checkpoint-2000.pt,C103,C1,50,25,False,412.000000000000,400,400,9,545.327483535354,545.33,False,9,545.327483535354,545.33,9,545.327483535354,545.33,True,,,,,,5,361.4,50.89305023114398,3.9454097747802734,ok
mvmoe_table7_greedy_8fold_distance,pomo_split_tw_n50,pomo_split_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_split_tw_n50/checkpoint-2000.pt,C104,C1,50,25,False,412.000000000000,400,400,7,459.231143047070,459.23,False,7,459.231143047070,459.23,7,459.231143047070,459.23,True,,,,,,5,358.0,28.27685559974034,4.783969879150391,ok
mvmoe_table7_greedy_8fold_distance,pomo_split_tw_n50,pomo_split_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_split_tw_n50/checkpoint-2000.pt,C105,C1,50,25,False,412.000000000000,400,400,12,650.982970717387,650.98,False,12,650.982970717387,650.98,12,650.982970717387,650.98,True,,,,,,5,362.4,79.63106255998547,3.5476808547973633,ok
mvmoe_table7_greedy_8fold_distance,pomo_split_tw_n50,pomo_split_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_split_tw_n50/checkpoint-2000.pt,C106,C1,50,25,False,412.000000000000,400,400,12,650.982970717387,650.98,False,12,650.982970717387,650.98,12,650.982970717387,650.98,True,,,,,,5,362.4,79.63106255998547,3.680558204650879,ok
mvmoe_table7_greedy_8fold_distance,pomo_split_tw_n50,pomo_split_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_split_tw_n50/checkpoint-2000.pt,C107,C1,50,25,False,412.000000000000,400,400,12,650.982970717387,650.98,False,12,650.982970717387,650.98,12,650.982970717387,650.98,True,,,,,,5,362.4,79.63106255998547,3.43685245513916,ok
mvmoe_table7_greedy_8fold_distance,pomo_split_tw_n50,pomo_split_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_split_tw_n50/checkpoint-2000.pt,C108,C1,50,25,False,412.000000000000,400,400,9,555.322964386652,555.32,False,9,555.322964386652,555.32,9,555.322964386652,555.32,True,,,,,,5,362.4,53.23481357247569,3.835625171661377,ok
mvmoe_table7_greedy_8fold_distance,pomo_split_tw_n50,pomo_split_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_split_tw_n50/checkpoint-2000.pt,C109,C1,50,25,False,412.000000000000,400,400,9,555.322964386652,555.32,False,9,555.322964386652,555.32,9,555.322964386652,555.32,True,,,,,,5,362.4,53.23481357247569,4.006883859634399,ok
mvmoe_table7_greedy_8fold_distance,pomo_split_tw_n50,pomo_split_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_split_tw_n50/checkpoint-2000.pt,C201,C2,50,25,False,1130.000000000000,400,400,10,680.026531303607,680.03,False,10,680.026531303607,680.03,10,680.026531303607,680.03,True,,,,,,3,360.2,88.7913745984474,3.527350664138794,ok
mvmoe_table7_greedy_8fold_distance,pomo_split_tw_n50,pomo_split_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_split_tw_n50/checkpoint-2000.pt,C202,C2,50,25,False,1130.000000000000,400,400,8,575.267648934323,575.27,False,8,575.267648934323,575.27,8,575.267648934323,575.27,True,,,,,,3,360.2,59.70784256921782,3.6811375617980957,ok
mvmoe_table7_greedy_8fold_distance,pomo_split_tw_n50,pomo_split_tw,50,/root/autodl-tmp/cvrptw6_fixedlr_20260822_154648/outputs/pomo_split_tw_n50/checkpoint-2000.pt,C203,C2,50,25,False,1130.000000000000,400,400,7,545.978833290445,545.98,False,7,545.978833290445,545.98,7,545.978833290445,545.98,True,,,,,,3,359.8,51.74508985281967,3.954784870147705,ok
