schema_version,dataset,protocol,model,architecture,training_size,instance,group,depot_code,depot_type,customer_code,customer_type,demand_code,demand_type,route_size_code,route_size_type,status,failure_reason,cost,optimum,optimum_sources_agree,absolute_error,gap_percent,vehicles,no_aug_status,no_aug_failure_reason,no_aug_cost,no_aug_absolute_error,no_aug_gap_percent,no_aug_vehicles,no_aug_candidate_index,no_aug_policy_index,no_aug_candidates_generated,candidates_generated,candidate_index,augmentation_index,policy_index,inference_seconds_amortized,postprocess_seconds,physical_batch_size,checkpoint_epoch,checkpoint_sha256,checkpoint_path,routes_json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1151_10,1151,1,random,1,random,5,large_small_cv,1,very_short,ok,,34656,31542,True,3114,9.872550884534906,39,ok,,34656,3114,9.872550884534906,39,0,0,1,8,0,0,0,0.0007142933609429747,0.0028277188539505005,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1151_10.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1151_11,1151,1,random,1,random,5,large_small_cv,1,very_short,ok,,30810,28534,True,2276,7.976449148384384,25,ok,,30962,2428,8.509146982547136,25,0,0,1,8,3,3,0,0.0007142933609429747,0.00267753005027771,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1151_11.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1151_12,1151,1,random,1,random,5,large_small_cv,1,very_short,ok,,37741,34365,True,3376,9.82394878510112,27,ok,,38256,3891,11.322566564818857,27,0,0,1,8,1,1,0,0.0007142933609429747,0.0027670860290527344,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1151_12.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1151_13,1151,1,random,1,random,5,large_small_cv,1,very_short,ok,,31398,28571,True,2827,9.894648419726296,24,ok,,31400,2829,9.901648524727872,24,0,0,1,8,1,1,0,0.0007142933609429747,0.0027569830417633057,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1151_13.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1151_14,1151,1,random,1,random,5,large_small_cv,1,very_short,ok,,41483,38011,True,3472,9.134197995317145,39,ok,,42427,4416,11.617689616163743,41,0,0,1,8,7,7,0,0.0007142933609429747,0.0027866438031196594,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1151_14.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1151_15,1151,1,random,1,random,5,large_small_cv,1,very_short,ok,,28736,26403,True,2333,8.836117107904405,26,ok,,30297,3894,14.748324054084764,29,0,0,1,8,2,2,0,0.0007142933609429747,0.002650398761034012,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1151_15.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1151_16,1151,1,random,1,random,5,large_small_cv,1,very_short,ok,,23681,21700,True,1981,9.129032258064516,23,ok,,23880,2180,10.046082949308756,24,0,0,1,8,1,1,0,0.0007142933609429747,0.0028188377618789673,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1151_16.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1151_17,1151,1,random,1,random,5,large_small_cv,1,very_short,ok,,32724,29815,True,2909,9.756833808485661,34,ok,,32977,3162,10.605399966459835,34,0,0,1,8,2,2,0,0.0007142933609429747,0.0028092600405216217,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1151_17.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1151_18,1151,1,random,1,random,5,large_small_cv,1,very_short,ok,,24017,22102,True,1915,8.66437426477242,24,ok,,24017,1915,8.66437426477242,24,0,0,1,8,0,0,0,0.0007142933609429747,0.0027680620551109314,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1151_18.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1151_19,1151,1,random,1,random,5,large_small_cv,1,very_short,ok,,30518,28023,True,2495,8.903400777932413,31,ok,,30518,2495,8.903400777932413,31,0,0,1,8,0,0,0,0.0007142933609429747,0.0027644559741020203,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1151_19.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1151_20,1151,1,random,1,random,5,large_small_cv,1,very_short,ok,,54306,49495,True,4811,9.72017375492474,39,ok,,56599,7104,14.352964945954136,40,0,0,1,8,1,1,0,0.0007142933609429747,0.0027797184884548187,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1151_20.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1151_21,1151,1,random,1,random,5,large_small_cv,1,very_short,ok,,27690,25461,True,2229,8.75456580652763,30,ok,,27775,2314,9.088409724676957,29,0,0,1,8,1,1,0,0.0007142933609429747,0.002771575003862381,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1151_21.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1151_22,1151,1,random,1,random,5,large_small_cv,1,very_short,ok,,26046,23867,True,2179,9.129760757531319,26,ok,,26408,2541,10.64649935056773,26,0,0,1,8,4,4,0,0.0007142933609429747,0.002818021923303604,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1151_22.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1151_23,1151,1,random,1,random,5,large_small_cv,1,very_short,ok,,31404,28738,True,2666,9.27691558215603,36,ok,,31632,2894,10.070290208086854,37,0,0,1,8,3,3,0,0.0007142933609429747,0.0026959702372550964,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1151_23.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1151_24,1151,1,random,1,random,5,large_small_cv,1,very_short,ok,,35903,33216,True,2687,8.089474951830443,35,ok,,37157,3941,11.864763969171484,36,0,0,1,8,5,5,0,0.0007142933609429747,0.002719055861234665,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1151_24.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1151_25,1151,1,random,1,random,5,large_small_cv,1,very_short,ok,,36373,33111,True,3262,9.851710911781582,31,ok,,37781,4670,14.104074174745552,31,0,0,1,8,3,3,0,0.0007142933609429747,0.0027597807347774506,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1151_25.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1151_26,1151,1,random,1,random,5,large_small_cv,1,very_short,ok,,49891,46188,True,3703,8.017233913570625,36,ok,,52153,5965,12.91460985537369,39,0,0,1,8,7,7,0,0.0007142933609429747,0.0027470663189888,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1151_26.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1151_27,1151,1,random,1,random,5,large_small_cv,1,very_short,ok,,35180,32424,True,2756,8.49987663459166,31,ok,,36250,3826,11.799901307673329,31,0,0,1,8,5,5,0,0.0007142933609429747,0.0027825534343719482,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1151_27.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_01,1152,1,random,1,random,5,large_small_cv,2,short,ok,,18108,16457,True,1651,10.032205140669625,15,ok,,18500,2043,12.414170261894634,16,0,0,1,8,4,4,0,0.0007142933609429747,0.0027872584760189056,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_01.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_02,1152,1,random,1,random,5,large_small_cv,2,short,ok,,17996,16498,True,1498,9.079888471329857,16,ok,,18584,2086,12.643956843253727,18,0,0,1,8,1,1,0,0.0007142933609429747,0.002705909311771393,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_02.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_03,1152,1,random,1,random,5,large_small_cv,2,short,ok,,27662,25067,True,2595,10.352255954043164,20,ok,,28126,3059,12.203295168947221,20,0,0,1,8,7,7,0,0.0007142933609429747,0.0027752146124839783,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_03.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_04,1152,1,random,1,random,5,large_small_cv,2,short,ok,,25278,23047,True,2231,9.680218683559682,17,ok,,26028,2981,12.93443832169046,17,0,0,1,8,1,1,0,0.0007142933609429747,0.002779100090265274,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_04.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_05,1152,1,random,1,random,5,large_small_cv,2,short,ok,,23102,20845,True,2257,10.82753657951547,15,ok,,23423,2578,12.367474214439914,15,0,0,1,8,2,2,0,0.0007142933609429747,0.002772584557533264,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_05.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_06,1152,1,random,1,random,5,large_small_cv,2,short,ok,,26368,24468,True,1900,7.76524440085009,19,ok,,26687,2219,9.068988066045447,19,0,0,1,8,2,2,0,0.0007142933609429747,0.002734437584877014,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_06.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_07,1152,1,random,1,random,5,large_small_cv,2,short,ok,,28314,25848,True,2466,9.540389972144848,21,ok,,28824,2976,11.513463324048283,20,0,0,1,8,5,5,0,0.0007142933609429747,0.0025434866547584534,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_07.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_08,1152,1,random,1,random,5,large_small_cv,2,short,ok,,23491,21376,True,2115,9.894273952095809,15,ok,,24043,2667,12.476609281437126,15,0,0,1,8,3,3,0,0.0007142933609429747,0.0025782883167266846,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_08.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_09,1152,1,random,1,random,5,large_small_cv,2,short,ok,,24173,22022,True,2151,9.767505222050676,17,ok,,24524,2502,11.361365906820453,17,0,0,1,8,2,2,0,0.0007142933609429747,0.0027120374143123627,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_09.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_10,1152,1,random,1,random,5,large_small_cv,2,short,ok,,19398,17323,True,2075,11.978294752640997,15,ok,,19973,2650,15.297581250360793,14,0,0,1,8,4,4,0,0.0007142933609429747,0.0026925913989543915,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_10.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_11,1152,1,random,1,random,5,large_small_cv,2,short,ok,,21061,19207,True,1854,9.652730775238194,17,ok,,21250,2043,10.636747019315875,18,0,0,1,8,6,6,0,0.0007142933609429747,0.0026780180633068085,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_11.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_12,1152,1,random,1,random,5,large_small_cv,2,short,ok,,28034,25682,True,2352,9.15816525192742,21,ok,,28504,2822,10.988240791215638,21,0,0,1,8,6,6,0,0.0007142933609429747,0.002741139382123947,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_12.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_13,1152,1,random,1,random,5,large_small_cv,2,short,ok,,24851,22261,True,2590,11.63469745294461,15,ok,,24851,2590,11.63469745294461,15,0,0,1,8,0,0,0,0.0007142933609429747,0.0027604661881923676,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_13.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_14,1152,1,random,1,random,5,large_small_cv,2,short,ok,,23343,21504,True,1839,8.551897321428571,15,ok,,24605,3101,14.420572916666666,15,0,0,1,8,4,4,0,0.0007142933609429747,0.0027465559542179108,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_14.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_15,1152,1,random,1,random,5,large_small_cv,2,short,ok,,25872,23309,True,2563,10.995752713544125,18,ok,,26285,2976,12.767600497661848,18,0,0,1,8,4,4,0,0.0007142933609429747,0.0027801431715488434,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_15.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_16,1152,1,random,1,random,5,large_small_cv,2,short,ok,,24006,21869,True,2137,9.771823128629567,22,ok,,24394,2525,11.546024052311491,21,0,0,1,8,2,2,0,0.0007142933609429747,0.0027559585869312286,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_16.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_17,1152,1,random,1,random,5,large_small_cv,2,short,ok,,22956,20707,True,2249,10.861061476795287,16,ok,,23501,2794,13.493021683488676,17,0,0,1,8,4,4,0,0.0007142933609429747,0.0027792491018772125,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_17.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_18,1152,1,random,1,random,5,large_small_cv,2,short,ok,,27744,25223,True,2521,9.9948459739127,16,ok,,27744,2521,9.9948459739127,16,0,0,1,8,0,0,0,0.0007142933609429747,0.0027389898896217346,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_18.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_19,1152,1,random,1,random,5,large_small_cv,2,short,ok,,22815,20518,True,2297,11.195048250316795,15,ok,,22889,2371,11.555707183936056,15,0,0,1,8,2,2,0,0.0007142933609429747,0.002762340009212494,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_19.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_20,1152,1,random,1,random,5,large_small_cv,2,short,ok,,17637,15886,True,1751,11.022283771874607,16,ok,,17821,1935,12.180536321289186,16,0,0,1,8,2,2,0,0.0007142933609429747,0.002812229096889496,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_20.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_21,1152,1,random,1,random,5,large_small_cv,2,short,ok,,20715,19426,True,1289,6.6354370431380625,19,ok,,21629,2203,11.340471532997014,21,0,0,1,8,2,2,0,0.0007142933609429747,0.0027938149869441986,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_21.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_22,1152,1,random,1,random,5,large_small_cv,2,short,ok,,27728,25768,True,1960,7.606333436820863,22,ok,,28713,2945,11.42890406705992,23,0,0,1,8,1,1,0,0.0007142933609429747,0.0028127729892730713,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_22.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_23,1152,1,random,1,random,5,large_small_cv,2,short,ok,,25569,23107,True,2462,10.654779936815684,15,ok,,26123,3016,13.052321807244558,14,0,0,1,8,3,3,0,0.0007142933609429747,0.002773921936750412,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_23.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_24,1152,1,random,1,random,5,large_small_cv,2,short,ok,,17411,15772,True,1639,10.391833629216332,15,ok,,17547,1775,11.254121227491758,15,0,0,1,8,5,5,0,0.0007142933609429747,0.0027895309031009674,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_24.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_25,1152,1,random,1,random,5,large_small_cv,2,short,ok,,25349,23070,True,2279,9.87863025574339,22,ok,,25902,2832,12.275682704811443,21,0,0,1,8,6,6,0,0.0007142933609429747,0.0027729980647563934,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_25.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_26,1152,1,random,1,random,5,large_small_cv,2,short,ok,,23488,21500,True,1988,9.246511627906976,17,ok,,24760,3260,15.162790697674419,18,0,0,1,8,5,5,0,0.0007142933609429747,0.0027758926153182983,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_26.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1152_27,1152,1,random,1,random,5,large_small_cv,2,short,ok,,24996,22685,True,2311,10.187348468150761,15,ok,,26072,3387,14.930570861802954,15,0,0,1,8,1,1,0,0.0007142933609429747,0.0027603358030319214,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1152_27.json
2,CVRPLIB XML100,xml100_mvmoe_greedy_8fold_official_euc2d_v2,am_split_v4_n50,am_split,50,XML100_1153_01,1153,1,random,1,random,5,large_small_cv,3,medium,ok,,21281,19182,True,2099,10.942550307580023,13,ok,,21392,2210,11.521217808362007,14,0,0,1,8,7,7,0,0.0007142933609429747,0.002769380807876587,128,100,ff3c9fe072f56d4e888aed8eceef14d8b023e2aef4f04abd1c35567f5bb87279,/root/autodl-tmp/split_v4_n50_eval_20260922/models/cvrp/am_split_v4/epoch-100.pt,solutions/am_split_v4_n50/XML100_1153_01.json
