model_left,model_right,paired_instances,left_wins,ties,right_wins,mean_gap_difference_left_minus_right,median_gap_difference_left_minus_right,wilcoxon_two_sided_p,wilcoxon_holm_p
am_n100,am_split_n100,10000,8478,1,1521,-3.433994934735571,-4.257930753610021,0.0,0.0
am_n100,pomo_n100,10000,1389,2,8609,2.823312357724219,2.7345099243243185,0.0,0.0
am_n100,pomo_split_n100,10000,5648,10,4342,0.719768180449051,-0.5226646479318049,0.01208727459855954,0.01208727459855954
am_split_n100,pomo_n100,10000,958,2,9040,6.257307292459791,7.233610978384894,0.0,0.0
am_split_n100,pomo_split_n100,10000,186,1,9813,4.153763115184622,3.738580430580129,0.0,0.0
pomo_n100,pomo_split_n100,10000,7994,1,2005,-2.1035441772751686,-3.428607981285011,0.0,0.0
