instance,distance_1x,distance_aug,vehicle_count,feasible
0,16.74080467224121,15.835570335388184,11,1
1,11.960317611694336,11.960317611694336,10,1
2,18.871334075927734,17.396257400512695,11,1
3,19.935035705566406,19.490005493164062,12,1
4,13.979471206665039,13.103541374206543,11,1
5,13.917689323425293,13.827855110168457,11,1
6,15.452162742614746,14.870148658752441,11,1
7,13.564798355102539,13.077756881713867,10,1
8,13.676304817199707,12.957025527954102,10,1
9,14.505317687988281,14.455597877502441,11,1
10,13.672134399414062,12.836183547973633,10,1
11,13.070091247558594,12.007282257080078,9,1
12,18.951675415039062,18.313066482543945,12,1
13,13.13432502746582,12.293502807617188,10,1
14,17.83452796936035,16.50092124938965,11,1
15,12.938127517700195,12.938127517700195,11,1
16,14.346280097961426,13.965862274169922,10,1
17,12.058131217956543,11.476985931396484,10,1
18,15.541573524475098,14.987154006958008,11,1
19,23.465843200683594,23.102407455444336,12,1
20,18.16684913635254,17.404306411743164,12,1
21,12.548981666564941,11.852428436279297,9,1
22,14.314275741577148,13.892690658569336,10,1
23,17.87847137451172,17.759798049926758,11,1
24,17.271146774291992,16.572040557861328,11,1
25,16.32640266418457,15.325085639953613,11,1
26,13.424260139465332,12.51013469696045,11,1
27,17.681133270263672,16.171194076538086,11,1
28,17.52158546447754,17.151952743530273,11,1
29,11.959358215332031,11.444185256958008,9,1
30,12.681339263916016,12.458536148071289,10,1
31,17.009639739990234,16.178115844726562,12,1
32,13.026361465454102,12.695840835571289,10,1
33,14.699116706848145,14.343011856079102,11,1
34,12.772380828857422,12.660907745361328,10,1
35,13.066108703613281,12.622049331665039,9,1
36,27.818437576293945,27.065942764282227,14,1
37,16.697723388671875,15.66727352142334,12,1
38,14.303529739379883,14.07309341430664,11,1
39,17.6116943359375,17.283658981323242,13,1
40,13.44886589050293,13.104904174804688,12,1
41,15.302419662475586,15.302419662475586,11,1
42,23.647947311401367,22.261804580688477,13,1
43,16.24464988708496,15.741697311401367,11,1
44,12.453007698059082,11.859694480895996,10,1
45,12.521305084228516,11.652780532836914,9,1
46,14.80649185180664,14.121456146240234,11,1
47,15.080036163330078,14.739532470703125,11,1
48,13.099695205688477,13.099695205688477,11,1
49,12.144550323486328,11.982905387878418,10,1
50,13.555658340454102,12.437064170837402,10,1
51,12.010004043579102,11.847763061523438,10,1
52,22.102954864501953,22.102954864501953,13,1
53,14.716402053833008,14.016914367675781,12,1
54,24.397846221923828,24.135608673095703,14,1
55,13.10842227935791,12.423696517944336,10,1
56,11.332721710205078,11.222212791442871,10,1
57,21.161121368408203,21.161121368408203,11,1
58,12.416810035705566,12.117239952087402,10,1
59,13.634930610656738,13.275090217590332,9,1
60,18.608591079711914,18.504638671875,12,1
61,23.27633285522461,22.06390380859375,13,1
62,13.020331382751465,12.580580711364746,11,1
63,23.355854034423828,22.34222412109375,15,1
64,14.508503913879395,14.129133224487305,10,1
65,13.192452430725098,13.001296043395996,12,1
66,14.850096702575684,14.733243942260742,10,1
67,14.266180038452148,14.010906219482422,10,1
68,13.054333686828613,12.481345176696777,11,1
69,16.66240882873535,16.100934982299805,12,1
70,19.158042907714844,18.01139259338379,13,1
71,13.678709030151367,13.468896865844727,12,1
72,19.021484375,18.582799911499023,13,1
73,18.791854858398438,18.0902156829834,12,1
74,12.313494682312012,12.12054443359375,10,1
75,12.778631210327148,12.403138160705566,10,1
76,16.385250091552734,16.156047821044922,11,1
77,14.198441505432129,14.052119255065918,10,1
78,12.512720108032227,12.512720108032227,10,1
79,19.53856086730957,19.361520767211914,12,1
80,14.989151000976562,14.07236385345459,10,1
81,12.076545715332031,12.076545715332031,10,1
82,23.631784439086914,23.467159271240234,14,1
83,19.365564346313477,19.18707847595215,12,1
84,14.124700546264648,13.47292423248291,12,1
85,14.10617446899414,14.10617446899414,10,1
86,18.798938751220703,18.798938751220703,12,1
87,17.737707138061523,17.582263946533203,11,1
88,15.22447681427002,13.717447280883789,10,1
89,13.953760147094727,13.159396171569824,10,1
90,24.25021743774414,23.528064727783203,13,1
91,13.406143188476562,12.847519874572754,10,1
92,14.962722778320312,14.669820785522461,11,1
93,12.65994644165039,12.505350112915039,11,1
94,20.806503295898438,20.806503295898438,13,1
95,14.277799606323242,13.97551155090332,10,1
96,13.536270141601562,13.429314613342285,12,1
97,16.47818946838379,16.28870391845703,11,1
98,12.574874877929688,12.237692832946777,12,1
99,15.330857276916504,14.92252254486084,10,1
100,17.23529624938965,15.148300170898438,12,1
101,16.092422485351562,15.483567237854004,11,1
102,21.693378448486328,21.161832809448242,13,1
103,16.55439567565918,15.924803733825684,11,1
104,13.694881439208984,13.138687133789062,10,1
105,12.605070114135742,11.660072326660156,10,1
106,16.344106674194336,15.084380149841309,12,1
107,22.427825927734375,21.691930770874023,12,1
108,14.061468124389648,13.605525970458984,11,1
109,11.348958969116211,11.216269493103027,10,1
110,16.728153228759766,16.282468795776367,12,1
111,14.083703994750977,14.061213493347168,11,1
112,17.485031127929688,17.471637725830078,12,1
113,21.915611267089844,20.351768493652344,12,1
114,24.355201721191406,23.993623733520508,13,1
115,17.942853927612305,17.82976722717285,11,1
116,16.0517635345459,16.026628494262695,11,1
117,20.184349060058594,19.626670837402344,12,1
118,14.528552055358887,14.465417861938477,11,1
119,16.640317916870117,15.863813400268555,11,1
120,21.189287185668945,20.073612213134766,14,1
121,17.261600494384766,16.730907440185547,11,1
122,13.238629341125488,13.238629341125488,11,1
123,12.060373306274414,12.060373306274414,11,1
124,16.36763572692871,15.210094451904297,11,1
125,15.26758861541748,13.873270034790039,10,1
126,20.296630859375,19.827163696289062,12,1
127,13.217986106872559,12.958460807800293,10,1
128,14.940146446228027,13.999011993408203,11,1
129,17.468158721923828,17.1738224029541,12,1
130,15.270425796508789,15.270425796508789,11,1
131,14.770951271057129,14.49386978149414,11,1
132,13.832367897033691,13.825423240661621,11,1
133,13.298093795776367,13.298093795776367,11,1
134,13.645400047302246,13.124242782592773,10,1
135,17.22447967529297,17.22447967529297,12,1
136,20.625225067138672,18.313600540161133,12,1
137,18.116209030151367,17.747161865234375,13,1
138,17.828611373901367,16.507373809814453,11,1
139,14.365312576293945,14.01669692993164,11,1
140,14.402551651000977,14.243276596069336,12,1
141,12.533604621887207,12.50164794921875,11,1
142,18.39667510986328,17.865930557250977,12,1
143,13.3052396774292,13.123152732849121,10,1
144,12.604153633117676,12.604153633117676,10,1
145,15.737675666809082,15.10923957824707,11,1
146,13.751663208007812,13.23035717010498,11,1
147,12.693235397338867,12.693235397338867,10,1
148,11.406672477722168,11.406672477722168,10,1
149,20.229238510131836,19.588871002197266,12,1
150,12.15103530883789,11.322845458984375,9,1
151,21.71681022644043,20.511878967285156,13,1
152,12.6217041015625,11.85805892944336,10,1
153,14.546029090881348,14.030989646911621,10,1
154,12.856171607971191,12.666062355041504,11,1
155,13.391197204589844,12.953836441040039,11,1
156,18.096508026123047,18.05419158935547,11,1
157,19.58318519592285,18.786392211914062,11,1
158,13.73293399810791,13.431787490844727,11,1
159,11.340063095092773,11.327947616577148,10,1
160,16.251800537109375,15.68128776550293,12,1
161,16.456228256225586,15.157997131347656,12,1
162,13.330422401428223,12.924071311950684,10,1
163,16.647768020629883,15.048160552978516,10,1
164,19.592679977416992,18.81141471862793,12,1
165,11.373749732971191,10.852338790893555,11,1
166,12.302836418151855,12.057792663574219,12,1
167,17.663930892944336,16.651132583618164,10,1
168,26.596805572509766,25.808773040771484,13,1
169,15.96847152709961,15.626503944396973,12,1
170,17.61192512512207,16.548524856567383,11,1
171,15.343399047851562,14.884698867797852,10,1
172,13.657060623168945,12.931436538696289,10,1
173,17.216712951660156,16.943239212036133,11,1
174,14.104240417480469,13.951024055480957,11,1
175,19.594038009643555,18.710214614868164,12,1
176,13.406929969787598,13.406929969787598,11,1
177,13.940950393676758,13.940950393676758,10,1
178,11.78991985321045,11.78991985321045,11,1
179,11.97524642944336,11.692537307739258,11,1
180,12.844620704650879,12.740691184997559,11,1
181,13.708929061889648,13.519989967346191,10,1
182,14.376973152160645,13.649007797241211,10,1
183,18.980609893798828,18.278392791748047,13,1
184,14.21745491027832,13.075060844421387,10,1
185,20.0089168548584,18.781272888183594,11,1
186,24.447978973388672,24.447978973388672,13,1
187,17.243576049804688,16.203454971313477,11,1
188,15.129724502563477,14.102221488952637,10,1
189,19.928071975708008,19.596357345581055,12,1
190,16.97749137878418,16.15557098388672,12,1
191,14.122037887573242,13.608936309814453,11,1
192,20.996129989624023,20.996129989624023,13,1
193,14.533388137817383,14.002060890197754,10,1
194,14.426657676696777,13.766982078552246,10,1
195,15.728487968444824,15.483475685119629,10,1
196,18.422449111938477,18.359041213989258,13,1
197,13.7051420211792,13.41211986541748,11,1
198,12.221529006958008,12.089609146118164,10,1
199,16.53213882446289,15.965364456176758,12,1
200,15.881593704223633,15.881593704223633,11,1
201,12.897858619689941,12.49407958984375,10,1
202,15.460742950439453,15.165579795837402,12,1
203,14.882761001586914,14.743436813354492,10,1
204,13.033559799194336,12.426361083984375,11,1
205,17.068912506103516,16.692394256591797,11,1
206,12.123035430908203,11.887452125549316,11,1
207,14.075071334838867,14.075071334838867,11,1
208,13.210929870605469,12.790567398071289,11,1
209,13.877760887145996,13.66518783569336,10,1
210,11.625052452087402,11.57712173461914,11,1
211,14.973752975463867,14.509178161621094,11,1
212,13.437750816345215,12.985618591308594,10,1
213,15.169692993164062,14.825676918029785,10,1
214,13.183930397033691,12.999120712280273,11,1
215,20.029062271118164,20.029062271118164,13,1
216,15.335674285888672,15.094635009765625,10,1
217,12.910244941711426,12.348870277404785,10,1
218,15.64309024810791,15.64309024810791,10,1
219,13.865423202514648,13.864751815795898,10,1
220,16.901042938232422,15.775090217590332,10,1
221,21.325225830078125,20.404821395874023,14,1
222,20.07431411743164,19.036602020263672,12,1
223,15.455791473388672,14.534883499145508,11,1
224,16.349830627441406,16.349830627441406,11,1
225,14.110346794128418,13.48060417175293,11,1
226,18.197689056396484,17.94122314453125,12,1
227,18.0360050201416,16.358863830566406,10,1
228,21.134464263916016,19.495685577392578,12,1
229,11.941798210144043,11.447827339172363,10,1
230,12.29542064666748,11.997079849243164,9,1
231,12.989737510681152,12.772417068481445,12,1
232,13.960005760192871,13.335197448730469,11,1
233,12.268762588500977,12.21767807006836,10,1
234,15.959319114685059,15.164111137390137,10,1
235,19.70285415649414,19.69391632080078,12,1
236,14.440555572509766,13.617770195007324,10,1
237,19.20799446105957,19.072317123413086,12,1
238,14.863022804260254,14.082545280456543,10,1
239,11.43380355834961,11.43380355834961,9,1
240,13.154813766479492,12.57795524597168,10,1
241,14.845892906188965,14.321110725402832,11,1
242,13.533805847167969,12.306047439575195,9,1
243,16.072778701782227,16.072778701782227,12,1
244,16.265796661376953,15.912345886230469,12,1
245,16.4072322845459,16.32465934753418,11,1
246,19.823091506958008,19.513351440429688,12,1
247,18.017696380615234,16.727005004882812,11,1
248,15.785280227661133,15.249580383300781,11,1
249,19.417461395263672,19.07958221435547,11,1
