instance,distance_1x,distance_aug,vehicle_count,feasible
0,17.611038208007812,15.80388069152832,11,1
1,14.266067504882812,13.290924072265625,12,1
2,21.389917373657227,19.48897361755371,13,1
3,20.650766372680664,20.650766372680664,12,1
4,14.391316413879395,14.391316413879395,13,1
5,16.391468048095703,14.979643821716309,12,1
6,16.431129455566406,16.431129455566406,13,1
7,15.117999076843262,13.865348815917969,12,1
8,14.951448440551758,14.274641036987305,14,1
9,15.874044418334961,15.13071060180664,12,1
10,13.321650505065918,13.321650505065918,11,1
11,13.545699119567871,12.946348190307617,11,1
12,19.67694091796875,19.67694091796875,13,1
13,13.771258354187012,12.666358947753906,10,1
14,18.68726921081543,17.82769775390625,12,1
15,14.312637329101562,14.023539543151855,13,1
16,15.077936172485352,15.077936172485352,12,1
17,13.082107543945312,12.731705665588379,12,1
18,17.305410385131836,15.958669662475586,13,1
19,27.350540161132812,25.299312591552734,14,1
20,21.150314331054688,19.401762008666992,13,1
21,14.214969635009766,12.877583503723145,10,1
22,14.873493194580078,14.722770690917969,12,1
23,19.69643211364746,19.063108444213867,13,1
24,19.7005615234375,17.631649017333984,14,1
25,16.99734115600586,16.99734115600586,12,1
26,13.919550895690918,13.284003257751465,12,1
27,18.43198013305664,17.495563507080078,12,1
28,19.733179092407227,18.318157196044922,13,1
29,12.69345760345459,12.003226280212402,10,1
30,13.510162353515625,13.292106628417969,11,1
31,19.549192428588867,18.073333740234375,13,1
32,13.89189338684082,13.89189338684082,11,1
33,16.60006332397461,15.36960220336914,11,1
34,13.869811058044434,13.869811058044434,11,1
35,14.61367416381836,14.247902870178223,11,1
36,32.34502029418945,29.643943786621094,16,1
37,17.51487922668457,16.37580680847168,13,1
38,15.352758407592773,14.729902267456055,13,1
39,20.54833221435547,19.057283401489258,13,1
40,15.446402549743652,15.01967716217041,12,1
41,16.981170654296875,16.40917205810547,11,1
42,25.658754348754883,23.584623336791992,14,1
43,17.671907424926758,16.4412899017334,12,1
44,14.593561172485352,13.257761001586914,11,1
45,11.939825057983398,11.939825057983398,10,1
46,17.208187103271484,15.316986083984375,12,1
47,16.958755493164062,15.927221298217773,11,1
48,14.745582580566406,13.886674880981445,12,1
49,13.64723014831543,13.64723014831543,11,1
50,14.212480545043945,13.058518409729004,11,1
51,12.685171127319336,12.683587074279785,12,1
52,25.40848731994629,23.858266830444336,14,1
53,15.330103874206543,14.633208274841309,11,1
54,28.388172149658203,26.10271644592285,15,1
55,13.228374481201172,13.228374481201172,11,1
56,12.949145317077637,11.863511085510254,11,1
57,23.927804946899414,23.927804946899414,14,1
58,12.409737586975098,12.409737586975098,10,1
59,14.443833351135254,13.692733764648438,10,1
60,21.243515014648438,20.63279914855957,13,1
61,23.65265464782715,23.65265464782715,14,1
62,13.978285789489746,13.455521583557129,11,1
63,24.727357864379883,22.712743759155273,13,1
64,15.217758178710938,15.217758178710938,12,1
65,15.570616722106934,13.53501033782959,12,1
66,17.00418472290039,17.00418472290039,12,1
67,16.663415908813477,15.02247142791748,12,1
68,14.640827178955078,13.526021957397461,12,1
69,16.75132179260254,16.75132179260254,13,1
70,19.989845275878906,19.152755737304688,13,1
71,15.152802467346191,14.067852973937988,13,1
72,21.23992919921875,20.50115203857422,14,1
73,20.480342864990234,20.480342864990234,13,1
74,12.530597686767578,12.530597686767578,12,1
75,14.377760887145996,13.707114219665527,10,1
76,17.921064376831055,16.66883659362793,12,1
77,14.901256561279297,14.751175880432129,12,1
78,13.931488990783691,12.724740982055664,10,1
79,21.806835174560547,20.953229904174805,14,1
80,17.365541458129883,16.562347412109375,14,1
81,13.277881622314453,12.673986434936523,11,1
82,26.143583297729492,24.645915985107422,14,1
83,20.434057235717773,19.983659744262695,13,1
84,16.845901489257812,14.986977577209473,13,1
85,14.957375526428223,14.678958892822266,11,1
86,22.812639236450195,21.789365768432617,13,1
87,20.750812530517578,18.72817039489746,12,1
88,17.722694396972656,15.511003494262695,11,1
89,15.319506645202637,14.63840103149414,11,1
90,25.982112884521484,25.57312774658203,15,1
91,15.266695976257324,14.4432373046875,12,1
92,16.857322692871094,15.74980640411377,11,1
93,14.167603492736816,13.679829597473145,12,1
94,24.9669132232666,22.485280990600586,16,1
95,15.671202659606934,15.012242317199707,12,1
96,14.698453903198242,14.681652069091797,13,1
97,19.432893753051758,18.428241729736328,13,1
98,13.402556419372559,13.086539268493652,13,1
99,16.761178970336914,16.761178970336914,12,1
100,18.469724655151367,17.198209762573242,12,1
101,18.762798309326172,17.2501163482666,12,1
102,22.350954055786133,21.788936614990234,13,1
103,17.37917137145996,16.760547637939453,12,1
104,15.156916618347168,14.03115463256836,12,1
105,13.3301362991333,12.816328048706055,12,1
106,17.091167449951172,15.876848220825195,13,1
107,24.715450286865234,22.1082820892334,13,1
108,17.074190139770508,14.811259269714355,13,1
109,11.31400203704834,11.31400203704834,11,1
110,17.795040130615234,17.387340545654297,12,1
111,17.802743911743164,16.078393936157227,13,1
112,21.14912986755371,19.377775192260742,14,1
113,22.430500030517578,22.258710861206055,14,1
114,29.648183822631836,26.869802474975586,15,1
115,20.819652557373047,20.03826141357422,12,1
116,17.37965965270996,17.37965965270996,12,1
117,22.66901969909668,20.241252899169922,13,1
118,16.42104148864746,14.873791694641113,11,1
119,19.620864868164062,18.599681854248047,14,1
120,22.143848419189453,22.07367706298828,15,1
121,20.359285354614258,17.72165298461914,12,1
122,15.66752815246582,15.199870109558105,14,1
123,12.89437198638916,12.34400463104248,10,1
124,19.007469177246094,18.311355590820312,11,1
125,17.606212615966797,15.886287689208984,11,1
126,20.785531997680664,20.785531997680664,13,1
127,13.861308097839355,13.225526809692383,11,1
128,16.894775390625,15.672514915466309,12,1
129,18.071386337280273,18.071386337280273,13,1
130,16.5745849609375,16.29612159729004,13,1
131,16.096345901489258,15.475160598754883,13,1
132,16.358259201049805,14.525465965270996,12,1
133,14.68150520324707,14.289896965026855,11,1
134,14.753122329711914,14.15318489074707,13,1
135,18.760425567626953,18.760425567626953,13,1
136,20.22710609436035,19.674028396606445,13,1
137,19.835229873657227,18.965505599975586,14,1
138,18.732921600341797,18.224000930786133,13,1
139,16.554174423217773,16.320178985595703,14,1
140,15.635799407958984,15.545492172241211,13,1
141,14.118622779846191,14.044302940368652,12,1
142,20.802597045898438,19.00080108642578,12,1
143,15.70938777923584,13.875955581665039,11,1
144,14.243768692016602,12.74584674835205,10,1
145,15.200772285461426,15.200772285461426,12,1
146,15.473489761352539,14.970967292785645,12,1
147,15.304519653320312,13.535104751586914,13,1
148,11.749346733093262,11.749346733093262,12,1
149,22.02712059020996,22.02712059020996,13,1
150,12.39581298828125,12.39581298828125,11,1
151,24.713340759277344,20.87969207763672,13,1
152,14.032075881958008,12.534331321716309,11,1
153,16.655786514282227,15.568493843078613,12,1
154,14.549715995788574,14.145829200744629,15,1
155,16.868328094482422,14.338578224182129,13,1
156,21.176956176757812,20.0524959564209,13,1
157,21.39776039123535,20.982397079467773,12,1
158,15.28034496307373,15.010725975036621,11,1
159,12.895711898803711,11.936217308044434,11,1
160,17.738401412963867,16.960308074951172,13,1
161,18.91773223876953,16.777408599853516,12,1
162,14.89846134185791,13.724309921264648,12,1
163,16.779308319091797,16.538055419921875,12,1
164,20.20650291442871,19.276294708251953,12,1
165,12.355289459228516,11.602472305297852,10,1
166,13.69389820098877,13.314201354980469,13,1
167,20.216121673583984,18.68338966369629,12,1
168,29.026123046875,27.354589462280273,16,1
169,17.081148147583008,15.870953559875488,12,1
170,18.106176376342773,17.93605613708496,13,1
171,15.699618339538574,15.699618339538574,12,1
172,15.572578430175781,14.662067413330078,11,1
173,19.469600677490234,19.162403106689453,13,1
174,14.592912673950195,14.592912673950195,12,1
175,20.370845794677734,19.859981536865234,14,1
176,15.8116455078125,14.836103439331055,12,1
177,16.486587524414062,15.114282608032227,11,1
178,13.05860424041748,12.938448905944824,13,1
179,12.997817039489746,12.762711524963379,11,1
180,13.911391258239746,13.434839248657227,11,1
181,13.75324821472168,13.230810165405273,11,1
182,16.274551391601562,15.057451248168945,13,1
183,23.045557022094727,20.330482482910156,14,1
184,14.921773910522461,13.619962692260742,11,1
185,21.040023803710938,20.18439292907715,12,1
186,30.97047233581543,25.487756729125977,15,1
187,19.396928787231445,17.764001846313477,12,1
188,16.657955169677734,15.643967628479004,13,1
189,22.290258407592773,21.21660804748535,14,1
190,19.10918426513672,17.305753707885742,12,1
191,16.850088119506836,15.080863952636719,12,1
192,23.4665470123291,22.430252075195312,14,1
193,15.983718872070312,15.456151008605957,12,1
194,15.474414825439453,14.278233528137207,12,1
195,19.494083404541016,17.355728149414062,13,1
196,19.267351150512695,18.977792739868164,13,1
197,15.722301483154297,14.464546203613281,12,1
198,13.480365753173828,12.249847412109375,11,1
199,18.45328140258789,17.914548873901367,15,1
200,19.408456802368164,17.720733642578125,12,1
201,15.07906436920166,12.845996856689453,11,1
202,18.486129760742188,16.714202880859375,13,1
203,16.530925750732422,16.296104431152344,13,1
204,14.388848304748535,13.397994995117188,13,1
205,17.851552963256836,17.819257736206055,12,1
206,12.587162971496582,12.587162971496582,11,1
207,14.571170806884766,14.519567489624023,12,1
208,14.078777313232422,13.79648208618164,11,1
209,15.415781021118164,14.484865188598633,12,1
210,13.596722602844238,13.010902404785156,12,1
211,15.092516899108887,15.092516899108887,12,1
212,15.16115951538086,13.842178344726562,12,1
213,17.839250564575195,16.06422996520996,12,1
214,14.270673751831055,13.672780990600586,12,1
215,23.673185348510742,21.47860336303711,14,1
216,16.5306453704834,16.35983657836914,12,1
217,14.182402610778809,13.744916915893555,12,1
218,18.15902328491211,18.043787002563477,13,1
219,16.110456466674805,15.01478099822998,12,1
220,18.754959106445312,17.127050399780273,12,1
221,23.897146224975586,22.6908016204834,15,1
222,22.41472053527832,21.720651626586914,13,1
223,17.04464340209961,15.367400169372559,12,1
224,18.935070037841797,17.960693359375,12,1
225,14.218037605285645,13.85424518585205,11,1
226,19.816213607788086,18.82993507385254,13,1
227,20.10558319091797,17.640336990356445,12,1
228,25.06633758544922,21.533756256103516,13,1
229,12.443205833435059,12.194002151489258,13,1
230,13.2910737991333,12.925164222717285,10,1
231,14.012589454650879,13.152298927307129,12,1
232,16.33371925354004,13.935284614562988,11,1
233,13.908218383789062,12.946220397949219,11,1
234,18.653594970703125,16.734418869018555,13,1
235,22.996768951416016,21.734800338745117,14,1
236,15.3615140914917,15.213237762451172,13,1
237,19.946916580200195,19.946916580200195,14,1
238,16.932518005371094,15.815277099609375,12,1
239,13.352564811706543,12.52859878540039,12,1
240,13.873394012451172,13.854935646057129,12,1
241,16.44748306274414,15.147994995117188,11,1
242,15.691210746765137,13.939225196838379,10,1
243,18.833396911621094,17.1315975189209,14,1
244,18.419612884521484,17.86359977722168,14,1
245,20.091989517211914,17.400714874267578,12,1
246,24.212697982788086,20.37506103515625,13,1
247,21.71465301513672,19.575326919555664,14,1
248,17.054487228393555,16.81607437133789,12,1
249,21.52909278869629,20.442543029785156,15,1
